monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,address,body,state,region,publishedDatetime,scrape_date,ads_id,latitude,longitude
"RM 1,400 per month","Apartment / Condominium, For rent",Service Residence,2,1,635 sq.ft.,Fully Furnished,"Gymnasium, Parking, Barbeque area, Swimming Pool, Security, Playground, Lift","Cooking Allowed, Air-Cond, Washing Machine","Persiaran Sunsuria, Sunsuria City, Sepang, Selangor","Tangerine Suites Condo @Sunsuria City For Rent<br><br>Monthly Rental : RM 1,400<br><br>Fully Furnished Unit<br>- 635 sq.ft<br>- 2 Bedrooms<br>- 1 Bathroom<br>- 2 Car Park <br>- Middle Floor<br>- Lights & Fan<br>- Kitchen Cabinet <br>- Aircond & Water Heater<br>- Fridge & Washing Machine <br>- Mattress<br> <br>3 Min to XiaMen University <br>5 Min to ERL Salak Tinggi Station<br>5 Min to KIP Mall Kota Warisan<br>10 Min to Cyberjaya & Putrajaya<br>15 Min to KLIA 1 & 2<br><br>Don’t hesitate to contact Max 012-6335717 for actual unit viewing.<br><br>Call/WhatsApp/SMS<br>Max Low<br>REN 17733<br>012-6335717",Selangor,Sepang,2025-02-25 12:45,2025-02-26,109845435,2.8370947563536943,101.69652554537934
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,818 sq.ft.,Fully Furnished,"Lift, Gymnasium, Playground, Swimming Pool, Parking, Security","Air-Cond, Cooking Allowed, Washing Machine","Jalan Sunsuria 1, Bandar Sunsuria, Sepang, Selangor","The Olive Condo @Sunsuria City For Rent<br><br>Monthly Rental : RM 1,500<br><br>Fully Furnished Unit<br>- 818 sq.ft<br>- 3 Bedrooms<br>- 2 Bathrooms<br>- 2 Car Park <br>- Kitchen Cabinet<br>- Lights & Fan<br>- Aircond<br>- Water Heater<br>- Curtain<br><br>3 Min to XiaMen University <br>5 Min to ERL Salak Tinggi Station<br>5 Min to KIP Mall Kota Warisan<br>10 Min to Cyberjaya & Putrajaya<br>15 Min to KLIA 1 & 2<br><br>Location just next to XiaMen University. Suitable for those who study in XiaMen University and working around Kota Warisan & KLIA.<br><br>Don’t hesitate to contact Max 012-6335717 for actual unit viewing. Thanks<br><br>Call/WhatsApp/SMS<br>Max Low<br>REN 17733<br>012-6335717",Selangor,Sepang,2025-02-25 12:45,2025-02-26,109152413,,
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1200 sq.ft.,Partially Furnished,"Playground, Swimming Pool, Parking, Security",,"Jalan 18/144A, Cheras, Selangor","For Rent - Vista Harmoni, Sentul<br><br>========================<br>MONTHLY RENTAL : RM1500‼️<br>========================<br><br>PROPERTY DETAILS:<br>✅1200 sqft<br>✅3 Bedrooms<br>✅2 Bathrooms<br>✅1 carpark<br>✅1 Motorcycle park<br><br>PARTIALLY FURNISHED :<br>✅ Remote Fan in hall & all rooms<br>✅ 1 unit Aircond (living hall)<br>✅ Water heater in all bathrooms<br>✅ Grill all doors & windows (safety)<br><br>FACILITIES : <br>✅ Playground<br>✅ BBQ Area<br>✅ Multipurpose Hall<br>✅ Prayer Hall<br><br>*Disclaimer:* <br><br>❌Pool & Gym ada tapi di Tower B, not share.<br><br>✅In future, JMB akan propose utk dptkan kebenaran guna pool/gym ( maybe pay per use, no confirmation )<br><br>AMENITIES : <br>📍3 min ke Highway DUKE<br>📍5 min ke Stesen LRT Sentul<br>📍Pelbagai kemudahan dan kedai2 <br><br>DEPOSIT:<br>-1 Month Advance Rental<br>-2 Months Security Deposit<br>-0.5 Utilities<br>-Tenancy Agreement Fees<br><br>If interested, please call/SMS/Whatsapp -<br><br>NORAZIAN<br>0173829286<br>PEA3939<br>CHESTER PROPERTIES (nbil)",Selangor,Cheras,2025-02-25 12:45,2025-02-26,110264853,3.0590906535335303,101.76574925855152
RM 750 per month,"Apartment / Condominium, For rent",Service Residence,1,1,239 sq.ft.,Fully Furnished,"Security, Minimart, Squash Court, Playground, Swimming Pool, Lift, Gymnasium, Sauna, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Off Persiaran Sunsuria, Bandar Sunsuria, Dengkil, Selangor","CONDO NAME : HORIZON SUITE<br>AREA:KOTA WARISAN, SEPANG, KLIA<br><br>FOR RENT<br>=============<br>SIZE : 250 SF<br>FLOOR : MEDIUM<br>TYPE : STUDIO ( WITH 1 BATHROOM )<br>FURNITURE : FURNISHED<br>=============<br><br>SPECIAL<br>=============<br>- FULLY FURNISHED<br>- CLEAN UNIT WITH GOOD CONDITION<br><br>Amenities in the vicinity:<br>- 2 Min to Xiamen University<br>- 5 Min to KIP Mall Kota Warisan<br>- 12 Min to KLIA<br>- 10 Min to MITSUI outlet<br>- 15 Min to Aeon/Giant/Lotus<br>- 20 Min to Putrajaya & Cyberjaya<br><br>Accessibility:<br>- Education Hub ( Inti Uni, MIU, Nilai Uni, Xiamen Uni, KPJ Medical College, USIM)<br>- KL-Seremban Highway<br>- Elite Highway just next to the tower<br>- 2km from Salak Tinggi ERL Station which can direct access to KLIA/KLIA2 &<br>Kuala Lumpur Centre<br>- Free shuttle bus (Rubby Ride Service) available within the township<br>make it very convenience to move around<br>- Downstairs link to restoran, dobi, 7E, kkmart, starbuck and more shops<br><br>Austin 016-2192194",Selangor,Dengkil,2025-02-25 12:45,2025-02-26,107458151,,
RM 780 per month,"Apartment / Condominium, For rent",Apartment,1,1,150 sq.ft.,Fully Furnished,"Security, Gymnasium, Jogging Track, Barbeque area, Multipurpose hall, Playground, Parking, Swimming Pool, Sauna, Lift, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Lebuh Utama Hussein Onn, Cheras Perdana, Cheras, Selangor","𝐍𝐞𝐭𝐢𝐳𝐞𝐧 𝐂𝐨𝐧𝐝𝐨 𝐅𝐞𝐦𝐚𝐥𝐞 𝐔𝐧𝐢𝐭 𝐑𝐨𝐨𝐦 𝐅𝐨𝐫 𝐑𝐞𝐧𝐭<br>Walking To MRT Hussein Onn Cheras (Kajang Line 1)<br>- Master Room 𝐑𝐌1100<br>- Medium Room 𝐑𝐌830<br>- Single Room 𝐑𝐌𝟕𝟖𝟎<br><br>Fully Furnished Private Room:<br>✔Personal FRIDGE in Room {Not Sharing to others}<br>✔Air Cond<br>✔Long Mirror<br>✔Study Table<br>✔Mattress<br>✔Blackout Curtain<br>✔Wardrobe<br>✔Fan<br>✔Cloth Hanger<br><br>- FREE cleaning Service<br>- FREE high-speed WIFI<br>- Smart Lock Keyless<br><br>Common area fully furnished with:<br>-Water Heater<br>-Washing Machine<br>-Dryer<br>-Microwave & Oven<br>-Water Filter & Purifier<br>-Kitchen Cabinet<br>-Hood & Hob<br><br>Surroundings :<br>- Foods & Beverage (KFC, Mamak, and more)<br>- Bank<br>- Convenient stores<br><br>Unit Limited, 1st Come 1st Serve, Contact Me Now !!<br>0168784628<br>Thank you",Selangor,Cheras,2025-02-25 12:44,2025-02-26,110265012,,
"RM 2,100 per month","House, For rent",Terraced House,4,4,1900 sq.ft.,Partially Furnished,"Security, Playground",Air-Cond,,"2 -Storey Terracced House for Rent Nadira Bukit Raja<br><br>Nadira Bukit Raja for Rent<br><br>20x75<br>Built Up 1,900sqft<br>4 Bedrooms<br>4 Bathrooms<br>Freehold & Non-bumi Lot<br>Brand New Unit<br>Under Developer Warranty<br>Multiple Units Available‼️<br><br>Defect inspection done<br>Lighting and fan installed.<br><br>RM2100<br><br>Contact number<br>Show contact number Sabri<br>Direct Owner<br>http://www.wasap.my/60163173580",Selangor,Klang,2025-02-25 12:43,2025-02-26,108805904,,
"RM 3,500 per month","House, For rent",2-storey Terraced House,4,4,1878 sq.ft.,Fully Furnished,Security,"Air-Cond, Cooking Allowed, Washing Machine",,"Fully Furnished Corner lot (4B4B) Diamond Residence Putra Prima - Rent<br><br>Asking Rental: RM 3500 Per Month<br><br>Details:<br>Corner Lot Unit - Double Storey<br>4 Bedroom and 4 Bathroom<br>Fan and Light<br>Bed and Mattress<br>Ac<br>Wardrobe<br>Sofa <br>Tv Cabinet<br>Kitchen Cabinet<br>Tv<br>Fridges<br>Washing Machine<br><br>Please: Call/SMS/WhatsApp/Email for more information:<br>Sooka Properties<br>D-05-03, 2nd Floor, Blok D, Plaza Glomac, <br>Jalan SS 7/19, Kelana Jaya, 47301 Petaling Jaya,<br>Selangor Darul Ehsan. <br><br>Edwin Ng (REN 52528)<br>Contact = 017-3747668<br>WhatsApp = http://edwinngty713.wasap.my<br>Email = Edwinngty713@gmail.com",Selangor,Puchong,2025-02-25 12:42,2025-02-26,110264994,,
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,775 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart","Cooking Allowed, Washing Machine, Near KTM/LRT","Jalan PJS8/9, Petaling Jaya, Selangor","Pangsapuri Mentari Court, Petaling Jaya untuk disewakan‼️ [Partially Furnish] [Gated & Guarded]<br><br>3 Bilik 🛏<br>2 Bilik Air 🚿<br>1 Lot Parking 🚙<br>Blok B Tingkat 5<br><br>Kelengkapan:<br>➡️ Peti Sejuk<br>➡️ Mesin Basuh<br>➡️ Meja Makan<br><br>Kemudahan:<br>➡️ Security Guard <br>➡️ Swimming Pool <br>➡️ Surau<br>➡️ Taman Permainan <br>➡️ Kedai Makan<br><br>Lokasi Berdekatan:<br>➡️ KTM Setia Jaya<br>➡️ SK Kampung Lindungan <br>➡️ Masjid Al-Amin<br>➡️ 99 Speedmart <br>➡️ Kawasan Shoplot <br>➡️ Sunway Pyramid <br><br>Sewa Bulanan : RM1300<br>Deposit : 1 bulan advance sewa + 2 bulan refundable security deposit + 0.5 bulan refundable utilities deposit + agreement<br><br>Availability: Februari 2025<br>*Kontrak minimum 1 tahun<br><br>Sekiranya berminat, boleh hubungi saya untuk maklumat lanjut atau boleh klik link di bawah 👇🏻👇🏻👇🏻<br><br>www.wasap.my/60192375045/MentariCourtPJ1300sya<br>www.wasap.my/60192375045/MentariCourtPJ1300sya<br>www.wasap.my/60192375045/MentariCourtPJ1300sya",Selangor,Petaling Jaya,2025-02-25 12:39,2025-02-26,110111084,,
"RM 2,200 per month","Apartment / Condominium, For rent",Service Residence,3,2,971 sq.ft.,Partially Furnished,"Security, Squash Court, Parking, Playground, Multipurpose hall, Swimming Pool, Gymnasium, Lift","Air-Cond, Cooking Allowed, Washing Machine","Jalan 1/2B, Off, Jalan Ipoh, Selayang, Selayang, Selangor","Condominium For Rent<br>RM 2,200 LakePark Residence @ KL North, Selayang, Selangor<br><br>971<br><br> sq.ft<br><br>3<br><br> Bed<br><br>2<br><br> Bath<br><br>Property Details<br><br>Property Type<br><br>Condominium<br><br>Furnishing<br><br>Partially Furnished<br><br>Carpark<br><br>2<br><br>Facilities<br><br>Parking<br><br>Security<br><br>Lift<br><br>Swimming Pool<br><br>Playground<br><br>Gymnasium<br><br>Minimart<br><br>Multipurpose hall<br><br>Squash Court<br><br>Amenities<br><br>Air-Cond<br><br>Cooking Allowed<br><br>Washing Machine<br>Description<br><br>Lakepark Residence for Rental beside JL99 Wonderland Park<br>Looking forward for tenant.. Our condo is partially furnish. Whoever interest please call us at",Selangor,Selayang,2025-02-25 12:35,2025-02-26,110264705,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,2,2,728 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",,"Jalan Setia Murni U13/51, Setia Alam, Selangor","Edusentral @ Setia Alam @ New Condo For Rent<br>_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _<br><br> Fully Furnished "" 2 Bedrooms  2 Bathrooms  unit For Rent ""<br><br>More unit available ( Partial Furnished, Full Furnished and studio )<br>Partial Furnish from Rm 1500<br><br>Amenities :<br>Next to Peninsula International School Australia<br>4 min drive to Setia City Mall<br>6 min to Lotus's Setia Alam & NSK Trade City Klang Sentral<br>Near to Columbia Asia Hospital - Klang, Eco-Shop@Bukit Raja<br><br><br>Accessibility:<br>Easy access via Persiaran Setia Alam, NKVE & Guthrie Corridor Expressway<br><br>***  For more information, details photos & Viewing Appointment , Kindly Pls whatsapp / Welcome to Contact  (GRACE LIM)  01151239142 <br><br><br>***  GRACE LIM  ( 01151239142 )",Selangor,Setia Alam,2025-02-25 12:33,2025-02-26,109272549,3.1137264,101.4530429
RM 500 per month,"Apartment / Condominium, For rent",Flat,2,1,527 sq.ft.,Not Furnished,Playground,Cooking Allowed,"Jalan Bukit Mewah 29, Taman Bukit Mewah, Kajang, Selangor","Rumah Pangsa Sri Bukit Mewah @ Taman Bukit Mewah , KAJANG<br><br>FOR RENT : Blok B<br>~ Located at Jalan Bukit Mewah 28 ( https://maps.app.goo.gl/tVXKd1ceeFH19WudA )<br>~ 527 SF<br>~ 2 bedrooms & 1 bathroom<br>~ With kitchen table top, 2 ceiling fans & lights<br>~ 2nd floor / Tingkat 2 (No lift)<br>~ Ready to move in 15/5/2025<br><br>Asking Rental  : RM 500<br><br>Please call / whatapps :<br>012 491 3314 JC<br>012 503 1935 Ms Lee <br><br>http://wa.me/60124913314<br><br>http://wa.me/60125031935<br><br>Thank you",Selangor,Kajang,2025-02-25 12:33,2025-02-26,109782581,2.9889676092098223,101.79631716801103
RM 550 per month,"Apartment / Condominium, For rent",Flat,2,1,549 sq.ft.,Not Furnished,Playground,Cooking Allowed,"Bandar Teknologi Kajang, Semenyih, Semenyih, Selangor","Flat Bandar Teknologi Kajang @ Seksyen 5, Semenyih <br><br>FOR RENT : Block M<br>~ Located at Jalan 5/8 ( https://goo.gl/maps/uxYqXSzbJpZPmQnw7 )<br>~ 549 SF <br>~ 2 bedroom & 1 bathroom<br>~ With kitchen table top, 3 ceiling fans & lights<br>~ 4th floor / Tingkat 4 (no lift) top floor <br>~ Corner unit<br>~ Ready to move in Now<br><br>Asking Rental : RM 550 <br><br>Please call / whatapps : <br>012 491 3314 JC<br>012 503 1935 Ms Lee<br><br>http://wa.me/60124913314<br><br>http://wa.me/60125031935<br><br>Thank you",Selangor,Semenyih,2025-02-25 12:32,2025-02-26,108832109,2.9692095,101.8233769
"RM 1,500 per month","Apartment / Condominium, For rent",Flat,3,2,850 sq.ft.,Fully Furnished,"Multipurpose hall, Playground, Parking",," Jalan Plumbum 7/95, Seksyen 7, Shah Alam, Selangor","For Rent / WTL :<br><br>Flat PKNS Seksyen 7 <br>Shah Alam <br>(Fully furnished)<br><br>Monthly : RM 1,500<br><br>Details :<br>- Flat PKNS medium cost<br>- 3 Bedrooms, 1 Bathroom, 1 Toilet.<br>- Built-up : 850 sqft<br>- Level 1 <br>- Fully Furnished (peti ais, microwave, stove memasak, pinggan mangkuk, sudu garfu, ampaian, sofa, meja makan, washing machine, kipas lampu, katil cadar bantal, curtain, wardrobe, meja study)<br>- Ready to Move in anytime.<br><br>Note: Owner prefer student atau single perempuan sahaja.<br>Amenities :<br>- Playground<br>- Parking<br>- Masjid Seksyen 7<br>- Hospital Shah Alam<br>- Uitm Shah Alam<br>- Taman Tasik Rekreasi Sec 7<br>- I-City Central<br>- McDonald Sec 7<br>- Petrol Station<br>- Giant Sec 7<br>- Pusat Komersil Sec 7<br><br>Access :<br>- FEDERAL Highway<br>- PLUS Highway<br><br>Contact:<br>Sheela<br>017-3311795<br>REN 37499<br><br>CcZahir",Selangor,Shah Alam,2025-02-25 12:32,2025-02-26,110124197,3.0701585321125235,101.48329787670053
RM 700 per month,"Apartment / Condominium, For rent",Service Residence,1,1,350 sq.ft.,Partially Furnished,"Security, Playground, Jogging Track, Parking, Minimart, Gymnasium",Air-Cond,"Off Persiaran Dato Menteri, Vista Alam, Seksyen 14, Shah Alam, Selangor","SOHO UNIT FOR RENT. CAN MOVE IN ANYTIME<br>WINDOW FACING EXTERNALLY!!<br><br>FACILITIES PROVIDED:<br><br>-SWIMMING POOL<br>-BBQ AREA<br>-SQUASH COURT<br>-BASKETBALL COURT<br>-PLAYGROUND (INDOOR & OUTDOOR)<br>-GYM<br>-JOGGING TRACK<br>-SAUNA<br>-MEETING ROOM<br>-EVENT HALL<br>-LAUNDRY<br>-LIBRARY<br>-READING ROOM<br>-SURAU<br><br>For viewing appointment, kindly contact Jared wong @ 016 966 5482 or whatsapp https://goo.gl/iHDYNL",Selangor,Shah Alam,2025-02-25 12:31,2025-02-26,64339247,,
RM 600 per month,"Apartment / Condominium, For rent",Service Residence,1,1,220 sq.ft.,Partially Furnished,"Jogging Track, Parking, Security, Playground, Minimart, Gymnasium",Air-Cond,"Off Persiaran Dato Menteri, Vista Alam, Seksyen 14, Shah Alam, Selangor","SOHO UNIT FOR RENT. CAN MOVE IN ANYTIME<br><br>-TOWN CENTRE OF SHAH ALAM, CLOSED TO SEKSYEN 14, SEKSYEN 15, SEKSYEN 13 SEKSYEN 7,I CITY<br>-EASY ACCESS VIA SEVERAL EXPRESS WAY (FEDERAL HIGHWAY, NKVE, LKSA, KESAS ETC)<br>-NUMBERS OF RESTAURANT JUST AT YOUR DOORSTEP<br>-NEXT TO DWI EMAS INTERNATIONAL SCHOOL<br>- IN FRONT OF DEMC HOSPITAL<br>-100 METERS TO POS MALAYSIA<br>-100 METERS TO BLUE WAVE HOTEL<br>-150 METERS TO MAIN BUS HUB SHAH ALAM<br>-150 METERS TO MAYBANK TOWER SHAH ALAM<br>-FEW BIG SHOPPING CENTRE (AEON, TESCO, GIANT ETC)<br><br>FACILITIES PROVIDED:<br><br>-SWIMMING POOL<br>-BBQ AREA<br>-SQUASH COURT<br>-BASKETBALL COURT<br>-PLAYGROUND (INDOOR & OUTDOOR)<br>-GYM<br>-JOGGING TRACK<br>-SAUNA<br>-MEETING ROOM<br>-EVENT HALL<br>-LAUNDRY<br>-LIBRARY<br>-READING ROOM<br>-SURAU<br><br>For viewing appointment, kindly contact Jared wong @0169665482",Selangor,Shah Alam,2025-02-25 12:31,2025-02-26,57559339,,
"RM 1,150 per month","House, For rent",Others,2,1,590 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Jogging Track, Tennis Court, Squash Court","Near KTM/LRT, Cooking Allowed",,"✅590sf<br>✅2 room 1 bath<br>✅1 parking lot<br><br>Location Near KTM,MRT,UKM<br><br>Facilities (38 facilities ☺️🔥)<br><br>- Olympic Size Pool<br>- Aqua gym<br>- Wading pool<br>- Tree House<br>- Indoor Gym<br>- Surau<br>- Multipurpose Hall /Badminton<br>- Multipurpose Court <br>- Children play ground<br>- 💥7E,Shoplots , Cafe,Laundry etc💥<br>- Rooftop Garden<br>- Etc...<br><br>-FREE Shuttle service to Komuter Kajang 2 /MRT / Kajang Bus Terminal 😃🔥<br><br>https://www.wasap.my/60176086178/canopyhillfeb/mac25",Selangor,Kajang,2025-02-25 12:30,2025-02-26,110264845,,
"RM 1,000 per month","Apartment / Condominium, For rent",Service Residence,1,1,502 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",,"Jalan Setia Murni U13/51, Setia Alam, Selangor","Edusentral Condo Studio For Rent @ Edusentral Setia Alam<br><br>Partial unit _ rm1000-1100<br>Full Furnished _rm1200-1500<br>502 sqft, 300 sqft<br><br>Small Studio _300sqft _ rm 600-850<br><br><br><<< Have more other Unit >>><br><br>Amenities :<br>Next to Peninsula International School Australia, JSA Arena<br>4 min to Setia City Mall<br>6 min to Lotus's Setia Alam & NSK Trade City Klang Sentral<br>Near to Columbia Asia Hospital - Klang, Eco-Shop@Bukit Raja<br><br>Accessibility:<br>Easy access via Persiaran Setia Alam, NKVE & Guthrie Corridor Expressway<br><br>__________________________________________________________________________<br>For more information enquire, Detail Photos & Viewing Appointment ,<br>*** Kindly Pls Contact : GRACE LIM ( 01151239142 )<br><br>***  GRACE LIM  ( 01151239142 )",Selangor,Setia Alam,2025-02-25 12:30,2025-02-26,109530765,3.1137264,101.4530429
"RM 1,600 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Not Furnished,,,,FOR RENT / 出租<br><br>Bukit Raja - Saron<br>Double Storey <br>Basic Unit<br>4Room 3Bathroom<br>Gated & Guarded<br><br><br>Rental fee - RM1600<br><br>🏡🏡🏡🏡🏡🏡🏡🏡<br>For more info & viewing:<br>kindly directly call or whatsapp me for efficient reply. Thank you<br><br>☎ MR CHNG 📲 016 2117998 / REN 57407<br>Whatsapp - www.wasap.my/60162117998<br><br>https://www.theroofrealty.space/teg-group/REN57407<br>https://www.facebook.com/Klang-Property-MR-CHNG-0162117998-108559514836545<br>https://www.facebook.com/chng.tiong1983<br>https://www.facebook.com/chng.tiong<br>https://www.mudah.my/chng-sueh-tiong-the-roof-realty-sdn-bhd  <br><br>✅ KLANG/SHAH ALAM OWNER ARE WELCOME TO LIST<br>✅ ONE STOP EFFICIENT SERVICES FOR YOU,Selangor,Bandar Bukit Raja,2025-02-25 12:30,2025-02-26,110264695,,
"RM 2,800 per month","Apartment / Condominium, For rent",Apartment,3,2,1021 sq.ft.,Fully Furnished,"Parking, Security, Playground, Gymnasium, Barbeque area, Minimart, Swimming Pool, Sauna, Multipurpose hall, Lift",,"Persiaran Kemajuan SS16, SS16, Subang Jaya, Selangor",1021 sqft <br>3Room2bath <br>Fully furnished <br>,Selangor,Subang Jaya,2025-02-25 12:29,2025-02-26,110264818,,
"RM 1,050 per month","Apartment / Condominium, For rent",Apartment,3,2,800 sq.ft.,Not Furnished,"Security, Lift, Parking, Playground",,"No 6, Persiaran Setia Makmur, Seksyen U13, Setia Alam, Selangor","Well Unit - De Palma Apartment <br><br><br>800sqft<br>Bed: 3 <br>Bath: 2<br>Good Condition<br><br><br>For More Details & Viewing, Please Call<br>https://wa.me/60129884366<br>Edwin Goh 012-988 4366<br>(REN16227)<br>Mobile app : Line, Wechat, Whatsapp.....<br>Email address : edwingoh.kokchai@gmail.com",Selangor,Setia Alam,2025-02-25 12:29,2025-02-26,109319178,3.1343061517810127,101.47590465794737
RM 750 per month,"Apartment / Condominium, For rent",Apartment,3,2,818 sq.ft.,Not Furnished,"Parking, Security, Playground","Cooking Allowed, Near KTM/LRT","Jalan Tun Perak 4, Cheras, Selangor","Pangsapuri Wira @ Taman Tun Perak, Cheras<br><br>FOR RENT : Block M3<br>~ Located at Jalan Tun Perak 1 ( https://maps.app.goo.gl/CxCdkaimYi9sRzhF9 )<br>~ 818 SF<br>~ 3 bedrooms & 2 bathrooms<br>~ With kitchen table top, 2 ceiling fans & lights <br>~ 4th floor / Tingkat 4 (no lift) top floor<br>~ 1 car park<br>~ 24 hours Guard house<br>~ 4km to MRT Sri Raya station<br>~ Ready to move in 15/2/2025<br><br>Asking rental : RM 750<br><br>Please call / Whatapp :<br>012 491 3314 JC<br>012 503 1935 Ms Lee <br><br>http://wa.me/60124913314 <br><br>http://wa.me/60125031935<br><br>Thank you",Selangor,Cheras,2025-02-26 12:03,2025-02-26,108824233,3.0605647513784784,101.75935798287544
"RM 2,200 per month","House, For rent",3-storey Terraced House,4,3,2413 sq.ft.,Partially Furnished,,,,"Hi there. <br><br>We are Specialist in Semenyih Area ( Eco Majestic, Ecohill, Eco forest, Diamond City )<br><br>Many unit on hand<br><br><br>Please call Alex 010-8388020 for more information. Thanks<br>Please call Alex 010-8388020 for more information. Thanks<br>Please call Alex 010-8388020 for more information. Thanks",Selangor,Semenyih,2025-02-25 12:27,2025-02-26,110264796,,
"RM 2,300 per month","House, For rent",Semi-Detached House,4,5,2600 sq.ft.,Partially Furnished,,,,"Hi there. <br><br>We are Specialist in Semenyih Area ( Eco Majestic, Ecohill, Eco forest, Diamond City )<br><br>Many unit on hand<br><br><br>Please call Alex 010-8388020 for more information. Thanks<br>Please call Alex 010-8388020 for more information. Thanks<br>Please call Alex 010-8388020 for more information. Thanks",Selangor,Semenyih,2025-02-25 12:26,2025-02-26,110264784,,
"RM 1,500 per month","House, For rent",1-storey Terraced House,4,2,1100 sq.ft.,Partially Furnished,"Playground, Parking","Air-Cond, Cooking Allowed",,"Single Storey Terrace at Budiman Valley Sek U15 Shah Alam,Selangor<br><br>DETAILS<br>- intermediate lot unit<br>- Leasehold - Bumi Lot<br>- Land size: 20x80<br>- Built up: 1,100 sqft<br>- 4 Bedrooms <br>- 2 Bathrooms<br>- Renovated- kitchen kabinet,others<br><br>AMENITIES :<br>- Surau<br>- Playground<br>- Shoplot<br>- Clinics<br>- Restaurant<br>- Near UiTM Puncak Perdana,<br>- Giant & Tesco Shah Alam<br><br>ACCESS :<br>- 5 mins to Guthrie Highway<br>- 5 mins to NKVE/PLUS Highway<br>- 10 mins to Federal Highway<br><br>Deposit<br>2 security depo + 1 advance rental + 500 utilities + 350 agreement<br><br>For viewing<br><br>0145067901<br>Azarul (REN29912)<br>Head of Business<br>Renstar Properties",Selangor,Shah Alam,2025-02-25 12:26,2025-02-26,109716434,,
"RM 2,000 per month","House, For rent",Terraced House,4,3,1730 sq.ft.,Partially Furnished,"Parking, Security, Playground, Multipurpose hall, Gymnasium","Air-Cond, Cooking Allowed",,"INTERMIDIATE TYPE D ECO GRANDEUR GRAHAM GARDEN PUNCAK ALAM<br>====================================<br>Rent to Own = Rent(2000) and Own (at agreed price RM650K) <br>Rental : RM2000<br>====================================<br>PROPERTY DETAILS:<br>- DOUBLE STOREY<br>- Built Up: 1743 sqft ( The biggest size in Graham Garden)<br>- Land size: 20x65<br>- Type D (Biggest unit at Graham Garden)<br>- 4 bedroom and 3 bathrooms<br>- Renovated with Custom Kitchen Kabinet., Plasting Ceiling Living Hall,<br>- Exclusive backlane linear garden<br>- Luxurious neighborhood/amenities<br>- Amazing parks all around.<br><br>Inventory:<br><br>- Sofa 3-seater<br>- Tv cabinet<br>- Complete set kitchen cabinet with Hob and Exhaust Fan<br>- Dining Table with 6 seater<br>- All room with curtain<br>- Aircond at Living Hall and Master Bedroom<br><br>www.wasap.my/60145067901<br><br>Azarul (REN29912)<br>Head of Business<br>Renstar Properties",Selangor,Puncak Alam,2025-02-25 12:26,2025-02-26,104114103,,
"RM 1,500 per month","House, For rent",1-storey Terraced House,5,2,1100 sq.ft.,Partially Furnished,"Playground, Parking","Air-Cond, Cooking Allowed",,"Single Storey Terrace at Budiman Valley Sek U15 Shah Alam,Selangor<br><br>DETAILS<br>- intermediate lot unit<br>- Leasehold - Bumi Lot<br>- Land size: 20x80<br>- Built up: 1,100 sqft<br>- 4 Bedrooms + 1 working room<br>- 2 Bathrooms<br>- Renovated- kitchen kabinet,others<br><br>AMENITIES :<br>- Surau<br>- Playground<br>- Shoplot<br>- Clinics<br>- Restaurant<br>- Near UiTM Puncak Perdana,<br>- Giant & Tesco Shah Alam<br><br>ACCESS :<br>- 5 mins to Guthrie Highway<br>- 5 mins to NKVE/PLUS Highway<br>- 10 mins to Federal Highway<br><br>Deposit<br>2 security depo + 1 advance rental + 500 utilities + 350 agreement<br><br>For viewing<br><br>0145067901<br>Azarul (REN29912)<br>Head of Business<br>Renstar Properties",Selangor,Shah Alam,2025-02-25 12:26,2025-02-26,101564262,,
