monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,address,body,state,region,publishedDatetime,scrape_date,ads_id,latitude,longitude
RM 750 per month,"House, For rent",1-storey Terraced House,3,2,1200 sq.ft.,Not Furnished,Parking,Cooking Allowed,,"Se unit teres setingkat di Taman Impian Indah, Alma, Bukit Mertajam untuk disewa. Penyewa keluarga muslim, akan pindah hujung bulan April. Boleh pindah masuk pada 1hb Mei 2025. Sewa bulanan RM750. Deposit sewa = 2 bulan = 2 x 750 = RM 1500. Deposit utiliti RM400. Sesiapa yang berminat, sila call En Tok @ 019 4816072",Penang,Alma,2025-04-15 19:30,2025-04-16,110851057,,
"RM 3,500 per month","Apartment / Condominium, For rent",Condominium,4,4,1500 sq.ft.,Fully Furnished,"Gymnasium, Tennis Court, Multipurpose hall, Lift, Playground, Security, Swimming Pool, Parking","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor",🔥Hot Stock !! Hot Area !! Hot Price 🔥<br><br>First come first serve (all unit) ‼️<br>Cozy & Clean unit (Good Condition) ‼️<br>Low Booking Fee for Reserved unit ‼️<br>Include Maintenance Fee ‼️<br><br>For more details or picture or any information<br>Kindly Call Or Whatsapp👇🏻<br><br>☎️+60102276761 Oscar Wong<br>http://wasap.my/60102276761<br><br>We are specialized for this area welcome owner listing,Johor,Johor Bahru,2025-04-15 19:30,2025-04-16,110851047,1.4699898,103.7247965
RM 750 per month,"House, For rent",Terraced House,3,1,1750 sq.ft.,Not Furnished,"Parking, Playground, Minimart",Cooking Allowed,,"Alamat: No 125, Jln Sb 7 ,Taman Seri Bertam, 76450, Melaka.<br>Depo: Rm950(750sebulan+200api&air)<br>3bilik+1bilikair<br>berdekatan dengan bandar sungai udang<br>berdekatan taman teknologi tg minyak<br>sekolah dan masjid juga berdekatan",Melaka,Melaka Tengah,2025-04-15 19:39,2025-04-16,110851248,,
"RM 6,500 per month","Apartment / Condominium, For rent",Condominium,4,5,2668 sq.ft.,Fully Furnished,"Security, Gymnasium, Jogging Track, Swimming Pool, Tennis Court, Barbeque area, Club house, Playground, Parking, Lift","Air-Cond, Washing Machine, Near KTM/LRT","Bandar Utama, Petaling Jaya, Selangor","Property Detail:<br>==============<br>9 Bukit Utama Condominium, Petaling Jaya for Rent <br>- 2668 sf<br>- 4+1 Bedrooms, 4+1 Bathrooms, 2 carparks <br>- Fully Furnished <br>- Renovated Unit<br>- Min 2 years tenancy<br><br>Kindly Contact for Appointment & Viewing<br>Remus Chen (REN 58180)<br>@ 0193269379 <br>www.subsaleking.com<br>Welcome Owner List<br>Provide One-Stop Property Solutions",Selangor,Petaling Jaya,2025-04-15 19:30,2025-04-16,110851172,3.1468634,101.6186865028154
"RM 2,400 per month","Apartment / Condominium, For rent",Condominium,3,2,1050 sq.ft.,Not Furnished,"Parking, Swimming Pool, Barbeque area, Lift, Multipurpose hall, Security, Playground, Gymnasium","Air-Cond, Cooking Allowed","Persiaran Bayan Mutiara 3, Gelugor, Penang","Project Name : Zen6 @ Batu Uban<br>Category : Condominium<br><br>Build up          : 1,050 sqft<br>Bedroom        : 3<br>Bathroom       : 2<br>Carpark          : 2<br>Condition       : Renovated Unfurnished<br>Facing             : Sea View <br>Tenure            : Freehold<br>VR Tour          : Available <br><br>For Rent : RM2,400<br><br>YOUR ONE STOP PROPERTY SERVICE - ACCESS TO MOST OF THE MARKET PROPERTY<br>一站式服务让你无忧虑 - 拥有市场上大多数的房地产让你选择<br><br>No fishing & Real advertisement / 只打真实单位和广告<br>Viewing anytime with few hours appointment earlier / 可以提早安排看屋<br>Different units available on hand/ 多种单位选<br><br>For more info, kindly contact Jun 0104684963<br>预知更多详情，请联络 Jun 陈樑骏 0104684963<br>OR<br><br>https://wa.me/60104684963",Penang,Gelugor,2025-04-15 19:41,2025-04-16,110558228,,
"RM 1,500 per month","House, For rent",2-storey Terraced House,4,3,1300 sq.ft.,Not Furnished,"Parking, Minimart","Cooking Allowed, Near KTM/LRT",,"Taman Putra Indah 2-storey Terranced House 4R3B<br><br>FOR RENT<br><br>SIZE : 20 x 65 SF<br>ROOM : 4<br>BATH : 3<br><br>RENTAL : RM 1,500<br><br>* Amenities nearby :<br>shops, banks, restaurants, convenience store, clinic, primary and secondary<br>school, hypermarkets, Serdang Raya Selatan MRT Station<br><br>* Easy access to KL-Seremban Highway, SILK Highway, Cheras, Balakong, Bandar<br>Damai Perdana, Salak South, Bukit Jalil, Seri Petaling, Taman Desa, Old Klang Road, Puchong and Kuala Lumpur<br><br>* Renovated. 1 water heater.<br><br>Interested please contact :<br><br>Lee 010-2080148",Kuala Lumpur,Serdang,2025-04-15 19:31,2025-04-16,110851190,,
"RM 1,150 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Partially Furnished,"Swimming Pool, Security, Lift, Multipurpose hall, Playground, Gymnasium, Parking, Minimart, Jogging Track","Air-Cond, Cooking Allowed","Jalan Tasik Raja Lumu U4/17, Taman Subang Delima, Seksyen U4, Subang Bestari, Selangor","RUMAH UNTUK DI SEWA SUBANG BESTARI<br>👋👋👋<br>Pangsapuri Damai Subang Bestari <br><br>850 sqf with 1 car park<br>3 bilik tidur<br>2 bilik air<br>Owner bumi <br>Tingkat 4 with lift <br>Pool Guard Lift Parking<br><br>Partially furnished with ; <br>1. Kitchen kabinet + gas stove<br>2. ⁠aircond master bed room<br>3. ⁠water heater toilet<br>4. Tv kabinet<br>5. Meje makn<br>Hse with grill and balcony<br><br>Rental RM 1,150 <br>Move in : Mei 2024<br>Depo 2 + 1 + 300 (Depo api air) + TA <br>Prefered ; Small Malay Family <br><br>Serius Tenent can<br>whatsap me ; <br><br>Cik Zainon Hartanah<br>IQi Realty<br>012-6789503<br><br>Klik ; www.wasap.my/60126789503/damaisubangbestaricnrm1150<br><br>#Rumahsewasubangbestari #rumahsewasubang #rumahuntukdisewasubang #rumahuntukdisewasubestari #rumahsewadamaisubangbestari #rumahuntukdisewadamaisubangbestari",Selangor,Subang Bestari,2025-04-15 19:30,2025-04-16,110851005,,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,2,2,865 sq.ft.,Fully Furnished,"Playground, Multipurpose hall, Security, Gymnasium, Swimming Pool, Barbeque area, Minimart","Air-Cond, Cooking Allowed","Seksyen 13, Shah Alam, Selangor",TTDI adina <br>2 bilik 2 tandas 1 parking <br><br>furnished <br><br>bed<br>sofa<br>kitchen cabinet <br>dining table <br>curtain<br>aircond <br>water heater <br><br>Rm1800,Selangor,Shah Alam,2025-04-15 19:40,2025-04-16,108138918,3.07873,101.5462915
"RM 1,700 per month","Apartment / Condominium, For rent",Condominium,3,2,900 sq.ft.,Fully Furnished,"Lift, Playground, Parking, Security, Multipurpose hall, Swimming Pool, Barbeque area",,"Lorong Sungai Tiram 6, Kampung Bukit Ayun, Bayan Lepas, Penang","""""""DISCLAIMER: This is a REAL ADVERTISEMENT and you DESERVE THE REAL INFORMATION. I DON'T advertise fake listing / price / fake pictures to solicit client.<br>LANDLORDS, welcome to CONTACT ME if you have any property for SALE / RENT.""""""           <br>           <br>- Build up  : 900 SQFT            <br>- Bedroom   :  3         <br>- Bathroom  :  2         <br>- Carpark  :  1         <br>- Fully Furnished            <br>- Renovated                 <br>- RM  RM 1700          <br>           <br>FOR MORE INFORMATION OR VIEWING KINDLY CONTACT           <br>Vinnie Yen 0104467296   REN47715           <br>EMAIL ME AT vinnieyen89@gmail.com           <br>PLEASE WHATSAPP OR SMS ME IF I CANT ANSWER YOUR CALL, THANK YOU.<br><br>Property Talk Realty Sdn Bhd e(1)2038",Penang,Bayan Lepas,2025-04-15 19:29,2025-04-16,110675609,,
"RM 1,100 per month","Apartment / Condominium, For rent",Studio,1,1,450 sq.ft.,Fully Furnished,"Gymnasium, Barbeque area, Parking, Playground, Security, Multipurpose hall, Swimming Pool, Lift, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Teknokrat 4, Cyber 5, Cyberjaya, Selangor","CONDO NAME : CYBERSQUARE<br>AREA : CYBERJAYA<br><br>FOR RENT<br>=========<br>SIZE : 450SF<br>CAR PARK : 1<br>FLOOR : MEDIUM<br>TYPE :  1BEDROOM , 1BATHROOM <br>FURNITURE : FULLY FURNISHED<br><br>SPECIAL<br>=========<br>- SPECIAL DISCOUNT<br>- CLEAN CONDITION<br>- MANY UNITS<br><br>PRICE<br>=========<br>RENTAL RM1100<br><br>CONTACT ：011-1633 2981 BELLA",Selangor,Cyberjaya,2025-04-15 19:38,2025-04-16,106503124,2.9188959215687715,101.65636259498474
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,3,2,1188 sq.ft.,Partially Furnished,"Swimming Pool, Gymnasium, Security, Minimart, Playground, Multipurpose hall, Parking, Lift","Air-Cond, Cooking Allowed","Jalan Tukul Q15/Q, Seksyen 15, Shah Alam, Selangor","Mutiara Anggerik Shah Alam Seksyen 15 For Rent<br><br>Asking rental RM1,700<br>Available from 1 May 2025<br><br>Partially furnished-Aircond, Lighting and fan, Kitchen cabinet with hob and hood, Grille, Curtain railing, Water heater.<br><br><br>UNIT DETAILS :<br>* Build Up: 1188 sqft<br>* 3+1 Bedrooms<br>* 2 Bathrooms<br>* 1 Covered Parking<br>* kitchen cabinet<br>* water heater <br>* aircond <br>* lights <br>* fan<br>* balcony <br><br>1 month advance rental <br>2 months deposit ( Refundable )<br>0.5 month utility deposit ( Refundable )<br><br>Owners are welcome to list",Selangor,Shah Alam,2025-04-15 19:28,2025-04-16,110359624,,
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Fully Furnished,"Security, Swimming Pool, Tennis Court, Jogging Track, Parking, Playground, Gymnasium, Sauna, Barbeque area, Lift","Air-Cond, Cooking Allowed","No.50, Persiaran Minden 1, Gelugor, Penang","Project Name : U Garden @ Gelugor<br>Category : Condominium<br><br>Build up          : 850sq.ft<br>Bedroom        : 3<br>Bathroom       : 2<br>Carpark          : 1<br>Condition       : Fully renovated & furnished <br>Tenure            : Freehold<br><br>Rent: RM 1500<br><br>YOUR ONE STOP PROPERTY SERVICE - ACCESS TO MOST OF THE MARKET PROPERTY<br>一站式服务让你无忧虑 - 拥有市场上大多数的房地产让你选择<br><br>No fishing & Real advertisement / 只打真实单位和广告<br>Viewing anytime with few hours appointment earlier / 可以提早安排看屋<br>Different units available on hand/ 多种单位选<br><br>For more info, kindly contact Jun 0104684963<br>预知更多详情，请联络 Jun 陈樑骏 0104684963<br>OR<br><br>https://wa.me/60104684963",Penang,Gelugor,2025-04-15 19:41,2025-04-16,110558223,,
"RM 3,100 per month","Apartment / Condominium, For rent",Service Residence,3,1,835 sq.ft.,Fully Furnished,"Security, Gymnasium, Parking, Playground, Jogging Track, Club house, Swimming Pool",,"Jalan Tanjung Puteri 1, Tanjung Puteri, Johor Bahru, Johor",🍀 For Rent 🍀<br><br>📍 R&F Princess Cove Phase 2<br>(Seine Region)<br><br>- B2-1-09<br>- 2+1 Bedroom 1 Bathroom<br>- 835 Sqft<br>- Fully Furnished<br><br>Rental RM 3100 (No Carpark)<br><br>Jb Town / Walking Distance to CIQ<br><br>欢迎各位屋主/买家/租客委托出租/出售房产<br>𝐎𝐰𝐧𝐞𝐫/𝐁𝐮𝐲𝐞𝐫/𝐓𝐞𝐧𝐚𝐧𝐭 𝐥𝐢𝐬𝐭𝐢𝐧𝐠 𝐚𝐫𝐞 𝐖𝐞𝐥𝐜𝐨𝐦𝐞<br>#Gplex_Belief_Team<br>Please call Tom <br>Whatsapp: https://wa.me/60129419543<br>Whatsapp: https://wa.me/60129419543<br>Whatsapp: https://wa.me/60129419543,Johor,Johor Bahru,2025-04-15 19:30,2025-04-16,110851182,1.4455676,103.9386164
"RM 1,500 per month","Apartment / Condominium, For rent",Studio,1,1,450 sq.ft.,Fully Furnished,"Parking, Security, Lift, Playground, Swimming Pool, Gymnasium, Multipurpose hall, Minimart","Air-Cond, Cooking Allowed","Seksyen 14, Shah Alam, Selangor","STUDIO FOURTEEN SOHO @ SEKSYEN 14 SHAH ALAM FOR RENT <br><br>ASKING RENTAL RM 1500<br><br>PROPERTY DETAILS <br>- open concept studio <br>- with 1 bathroom <br>- built up 450 sqft <br>- 1 carpark <br>- fully furnished unit <br><br>Facilities <br>- indoor swimming pool <br>- gym <br>- playground <br>- Library <br>- surau <br>- roof garden<br><br>Amenities:<br>- Anggerik Mall<br>- Kompleks PKNS Shah Alam<br>- SACC Mall<br>- Avisena Specialist Hospital<br>- Decathlon Shah Alam<br>- AEON Mall Shah Alam<br>- Lotus's Shah Alam<br>- Management & Science University (MSU)<br>- Masjid Sultan Salahuddin Abdul Aziz Shah<br>- Plaza Shah Alam<br>- Wet World Waterpark Shah Alam<br>- Government offices<br>- Banks<br><br>Accessibility:<br>- Federal Highway<br>- ELITE Highway<br>- NKVE Highway<br>- LKSA Highway<br><br>For more information or viewing session, pls contact <br>Alex Tong/ REN 10172 <br>012-3633498<br>wasap.my/60123633498<br>Everest Properties",Selangor,Shah Alam,2025-04-15 19:28,2025-04-16,110632759,3.0723381,101.5218687
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1084 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine","Seksyen 16, Shah Alam, Selangor","Ken Rimba Shah alam<br><br>Block : C<br><br>Size : 1184sf<br>Room : 3<br>Bathroom : 2<br>Furnish : Fully furnished<br>Carpark : 2<br><br>Rental RM: RM1800<br>Remark : 4 Aircond, 4 fan, plaster ceiling, 2 water heater, Grill, kitchen cabinet.<br>*Current tenant keluar 6th April*<br><br>Facility <br>Gym<br>Pool<br>Security <br>Surau<br>Playground <br><br>1 month advance rental <br>2 months deposit ( Refundable )<br>0.5 month utility deposit ( Refundable )<br><br>Owners are welcome to list",Selangor,Shah Alam,2025-04-15 19:40,2025-04-16,110663777,3.0587106,101.4953899
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,3,2,1000 sq.ft.,Partially Furnished,"Jogging Track, Lift, Security, Playground, Gymnasium, Sauna, Club house, Parking, Swimming Pool, Barbeque area","Cooking Allowed, Air-Cond, Washing Machine","Persiaran Setia Damai, Setia Alam, Selangor",*Huni Residence*<br>Eco Ardence <br>Shah alam<br><br>3 rooms 2 bath 2 parking <br>Kitchen cabinet <br>Aircond <br>Water heater <br>Fan<br>Lights <br>Wardrobe <br>Balcony <br>Washing machine <br> <br> <br>Facility <br>Gym<br>Pool<br>Security <br>Surau<br>Playground <br><br>1 month advance rental <br>2 months deposit ( Refundable )<br>0.5 month utility deposit ( Refundable )<br><br>Owners are welcome to list,Selangor,Setia Alam,2025-04-15 19:41,2025-04-16,110851307,,
"RM 2,400 per month","House, For rent",2-storey Terraced House,4,3,2000 sq.ft.,Partially Furnished,Parking,Air-Cond,,"Project Name : Sungai Nibong Landed<br>Category : 2 Storey Terrace End Lot<br><br>Land area  : 1,400 sqft<br>Build up     : 2,000 sqft <br>Bedroom   : 4<br>Bathroom  : 3<br>Condition  : Renovated <br>Facing       : North<br>Tenure      : Freehold<br> <br>RENT RM2,400<br><br>YOUR ONE STOP PROPERTY SERVICE - ACCESS TO MOST OF THE MARKET PROPERTY<br>一站式服务让你无忧虑 - 拥有市场上大多数的房地产让你选择<br><br>No fishing & Real advertisement / 只打真实单位和广告<br>Viewing anytime with few hours appointment earlier / 可以提早安排看屋<br>Different units available on hand/ 多种单位选<br><br>For more info, kindly contact Jun 0104684963<br>预知更多详情，请联络 Jun 陈樑骏 0104684963<br>OR<br><br>https://wa.me/60104684963",Penang,Sungai Nibong,2025-04-15 19:41,2025-04-16,110208415,,
RM 900 per month,"Apartment / Condominium, For rent",Condominium,3,2,945 sq.ft.,Not Furnished,"Multipurpose hall, Parking, Swimming Pool, Gymnasium, Jogging Track, Lift, Security, Barbeque area",,"Off Jalan Laguna 1, Kampung Jawa, Seberang Jaya, Penang",Pinang Laguna<br>Perai <br><br>Blok A<br>Freehold <br>945sqft<br>3+1 bedrooms<br>2 bathrooms<br>1 car parks (level 3A)<br>Kitchen renovated <br>Main door facing direction : north east<br>Balcony facing direction: south west<br>partially furnished<br><br>Rental Fee : RM900 / month <br><br>Pls contact Fanny Wong 0124930400<br>REN70851,Penang,Seberang Jaya,2025-04-15 19:30,2025-04-16,110851031,,
"RM 1,800 per month","Apartment / Condominium, For rent",Apartment,3,2,1200 sq.ft.,Partially Furnished,"Club house, Swimming Pool, Security, Playground, Gymnasium, Jogging Track, Lift, Barbeque area, Parking, Minimart, Sauna, Multipurpose hall, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Persiaran Seroja Indah, Taman Kobena, Johor Bahru, Johor",Hot Stock !! Hot Area !! Hot Price !!<br>First come first serve (all unit) !!<br>Cozy & Clean unit (Good Condition) !!<br>Low Booking Fee for Reserved unit  !!<br>Include Maintenance Fee !! <br><br>For more details or picture or any information <br>Kindly Call Or Whatsapp<br>Gary Tu 0102143126<br><br>We are specialist in this area <br>Welcome Owner Listing,Johor,Johor Bahru,2025-04-15 19:25,2025-04-16,110850962,,
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,1,1,707 sq.ft.,Fully Furnished,"Barbeque area, Playground, Jogging Track, Sauna, Club house, Parking, Security, Gymnasium, Lift, Swimming Pool, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine","Lorong Lembah Indah 1, Simpang Ampat, Penang",𝙎𝙏𝙐𝘿𝙄𝙊 🟥 𝙍𝙤𝙮𝙖𝙡𝙚 𝙞𝙣𝙛𝙞𝙣𝙞𝙩𝙮 𝘾𝙤𝙣𝙙𝙤 <br><br>🎯 𝙁𝙪𝙡𝙡𝙮 𝙁𝙪𝙧𝙣𝙞𝙨𝙝𝙚𝙙🔥 🅕🅞🅡  🅡🅔🅝🅣 🔥 <br>📍 𝘽𝙪𝙠𝙞𝙩 𝙈𝙞𝙣𝙮𝙖𝙠 / 𝙎𝙞𝙢𝙥𝙖𝙣𝙜 𝘼𝙢𝙥𝙖𝙩   <br><br>===============================<br>💲 𝙍𝙀𝙉𝙏𝘼𝙇 𝙋𝙍𝙄𝘾𝙀 𝙍𝙈 1️⃣2️⃣0️⃣0️⃣ ‼️ <br>===============================<br>   ᴘʀᴏᴘᴇʀᴛʏ ᴅᴇᴛᴀɪʟꜱ<br>---------------------------------<br>▪️ 𝘽𝙪𝙞𝙡𝙙 𝙐𝙥 : 𝟳𝟬𝟳 𝙎𝙦𝙛𝙩<br>✅ 𝙁𝙪𝙡𝙡𝙮 𝙁𝙪𝙧𝙣𝙞𝙨𝙝𝙚𝙙<br>▪️ 𝟭 𝙃𝙖𝙡𝙡<br>▪️ 𝟭 𝙍𝙤𝙤𝙢<br>▪️ 𝟭 𝘽𝙖𝙩𝙝𝙧𝙤𝙤𝙢 <br>▪️ 𝟭 𝘾𝙖𝙧 𝙋𝙖𝙧𝙠,Penang,Simpang Ampat,2025-04-15 19:25,2025-04-16,110850992,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,2,2,850 sq.ft.,Fully Furnished,"Barbeque area, Swimming Pool, Security, Club house, Multipurpose hall, Playground, Gymnasium, Lift, Parking, Sauna, Minimart, Tennis Court, Jogging Track, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Off JB East Coast Pkwy, Taman Sierra Perdana, Masai, Johor",Hot Stock !! Hot Area !! Hot Price !!<br>First come first serve (all unit) !!<br>Cozy & Clean unit (Good Condition) !!<br>Low Booking Fee for Reserved unit  !!<br>Include Maintenance Fee !! <br><br>For more details or picture or any information <br>Kindly Call Or Whatsapp<br>Gary Tu 0102143126<br><br>We are specialist in this area <br>Welcome Owner Listing,Johor,Masai,2025-04-15 19:25,2025-04-16,110850960,,
"RM 2,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1031 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Jogging Track, Barbeque area, Sauna, Security, Playground, Lift, Parking","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Kosmos, Shah Alam, Selangor",*Embayu  Residency*<br>Subang  Airport <br>Subang permai <br><br>Fully furnished <br> <br>Balcony <br>Size- 1031 sft<br>Rooms- 3<br>Toilet-2<br>Parking- 2<br>price - rm2300 <br><br><br>Available date : now<br> <br>Furnish with :<br> <br>Fridge - YES <br>Aircond - yes<br>Kitchen Cabinet - yes<br>Water Heater - yes<br>Washing Machine -  yes<br>Sofa - yes<br>Bed - 3<br>Curtain - yes<br>Dining Table - yes<br> <br> <br>Remark- baru habis renovation<br> <br> Facility <br>Gym<br>Pool<br>Security <br>Surau<br>Playground <br><br>1 month advance rental <br>2 months deposit ( Refundable )<br>0.5 month utility deposit ( Refundable )<br><br>Owners are welcome to list,Selangor,Shah Alam,2025-04-15 19:28,2025-04-16,110538883,3.1656424,101.5447779
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,1,1,484 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Jogging Track, Security, Tennis Court, Parking, Playground, Sauna, Lift, Multipurpose hall, Minimart",,"Jalan Mutiara Emas 9/23, Taman Mount Austin, Johor Bahru, Johor",For Rent <br><br>Palazio Apartment @ Mount Austin<br> *Studio w Balcony* <br>1 Bedroom (Partition) <br>1 Bathroom<br>484 sf<br>Fully Furnished<br>1 Parking Lot 🚗<br>City View<br><br>Rental RM1600 Slightly Nego<br>Aircond x2<br><br>欢迎联系<br>☎️Ah Yuan<br>01156235090<br>https://Wasap.my/601156235090/plaziofrain,Johor,Johor Bahru,2025-04-15 19:25,2025-04-16,110850975,1.5472474,103.787874
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,850 sq.ft.,Partially Furnished,"Barbeque area, Swimming Pool, Security, Club house, Multipurpose hall, Playground, Gymnasium, Lift, Parking, Sauna, Minimart, Tennis Court, Jogging Track, Squash Court","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT, Internet","Off JB East Coast Pkwy, Taman Sierra Perdana, Masai, Johor",Hot Stock !! Hot Area !! Hot Price !!<br>First come first serve (all unit) !!<br>Cozy & Clean unit (Good Condition) !!<br>Low Booking Fee for Reserved unit  !!<br>Include Maintenance Fee !! <br><br>For more details or picture or any information <br>Kindly Call Or Whatsapp<br>Gary Tu 0102143126<br><br>We are specialist in this area <br>Welcome Owner Listing,Johor,Masai,2025-04-15 19:25,2025-04-16,110850968,,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1080 sq.ft.,Partially Furnished,"Multipurpose hall, Parking, Swimming Pool, Playground, Gymnasium, Barbeque area",,"Jalan SL 15/1, Bandar Sungai Long, Selangor","Lavender Residence @ Bandar Sungai Long @ Kajang<br>""""Condominium @ Cheras Selatan""""<br>****Located At Convenient Area****<br><br><br><br>Pls Call Kenny 012-3628828<br><br>zero one two  three six two eight eight two eight<br><br>Property details:-<br>=============<br>- Built Up : 1080 sq.ft<br>- With Balcony.<br><br>- (aircond, fan, water heater)<br>- Layout : 3 Bedrooms + 2 Bathrooms<br>- Carpark : <br><br><br>Ren 02567<br><br>Others",Selangor,Bandar Sungai Long,2025-04-15 19:25,2025-04-16,110850994,3.0486681224968266,101.80876305428244
"RM 2,500 per month","Apartment / Condominium, For rent",Condominium,3,3,1463 sq.ft.,Fully Furnished,"Parking, Security",,"Lorong Fantasi 2, Taman Fantasi, Kota Kinabalu, Sabah","Puri Fantasi Condo FOR RENT:<br><br>- Likas area, Nearby Damai, QE2, KPJ etc<br>- High Floor Corner lot <br>- 3 Bedrooms + 1 maidroom / storeroom + 3 Bathrooms<br>- 1,463sqft<br>- Fully furnished<br>- Well maintained unit<br><br><br>= RENTAL RM2,500 = (Available on 1/5/2025)<br><br><br>Please call or whatsapp for more info,<br>016-8195996 / https://wa.me/60168195996<br>LEROS LAU (REN 31279)<br>Propnex Realty Sdn. Bhd.",Sabah,Kota Kinabalu,2025-04-15 19:27,2025-04-16,110765128,5.97759767567978,116.08173436706376
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1405 sq.ft.,Not Furnished,"Playground, Security, Swimming Pool, Parking",,"Jalan Batu Tiga Lama, Kawasan 16, Klang, Selangor","Super Value Buy / Rent <br><br>Dynasti Condominium Klang<br>Beside Centro Mall Klang <br><br>💰Sewa Bulanan RM1300 Shj💰<br>💰Offer Jual RM400k Shj💰<br><br>Service Apartment For Sale<br>Service Apartment For Rent<br><br>📌Facilities:<br>Parking, Security, Swimming Pool, Lift, Minimart, Tennis Court, Club house<br><br>📌Corner Unit <br>📌Size : 1405 sqft <br>📌Bedrooms: 3 <br>📌Bathrooms: 3<br>📌Parking lots: 1<br>📌Kitchen Cabinet Table Top <br>📌Low Density<br>📌Lift with Access Card <br>📌Freehold<br>📌Balcony <br>📌Gated Guarded 24Hrs Security <br><br>[Welcome to Inquiry Now~]<br><br>☎️ Kindly contact me for more details & viewing arrangements ❗❗<br><br>Blythe Phua 016-6866028<br>(REN 46628)<br><br>Direct WhatsApp :<br><br>wasap.my/60166866028<br>wasap.my/60166866028<br>wasap.my/60166866028<br><br>Mudah Website :<br><br>https://www.mudah.my/blythe-phua-the-roof-realty-sdn-bhd<br><br>Facebook Link :<br><br>https://www.facebook.com/BlythePhua/<br><br>#BlytheProperty<br>#BlythePhua0166866028<br>#TheRoofRealtySdnBhd<br>#KlangRealEstate<br>#PropertyWanted <br>#有产业要买卖可以找我<br>#houseforsale #houseforrent #klang #Factoryforsale #factoryforrent #meru #kampungjawaklang #bandarputeriklang #bandarbotanicklang #kaparklang #setiaalam #bukitraja #shahalam #bukittinggiklang<br>#warehouseforrent #warehouseforsale #portklang #shoplotforrent #shoplotforsale<br>#apartmentforrent<br>#apartmentforsale",Selangor,Klang,2025-04-15 19:26,2025-04-16,110851132,,
"RM 2,300 per month","Apartment / Condominium, For rent",Service Residence,2,2,871 sq.ft.,Fully Furnished,"Parking, Minimart, Swimming Pool, Gymnasium, Barbeque area, Sauna, Multipurpose hall, Security, Playground, Lift, Club house, Tennis Court, Jogging Track, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Segenting, Taman Bukit Mewah, Tampoi, Johor",Hot Stock !! Hot Area !! Hot Price !!<br>First come first serve (all unit) !!<br>Cozy & Clean unit (Good Condition) !!<br>Low Booking Fee for Reserved unit  !!<br>Include Maintenance Fee !! <br><br>For more details or picture or any information <br>Kindly Call Or Whatsapp<br>Gary Tu 0102143126<br><br>We are specialist in this area <br>Welcome Owner Listing,Johor,Tampoi,2025-04-15 19:25,2025-04-16,110850963,1.5137614,103.68770975
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1100 sq.ft.,Not Furnished,"Parking, Minimart, Playground, Security, Tennis Court, Lift, Gymnasium, Swimming Pool",,"Admiral Park, Off Jalan Sungai Long, Bandar Sungai Long, Selangor",Iris Condominium For Rent<br><br><br>Pls Call Kenny 012-3628828<br><br>zero one two  three six two eight eight two eight<br><br>Bandar Sungai Long<br><br><br>2 Covered carparks<br><br>Size : 1027 sqft<br><br>zero one two  three six two eight eight two eight<br><br>Pls Call  Kenny 012-3628828<br><br>Ren 02567<br><br>Others,Selangor,Bandar Sungai Long,2025-04-15 19:25,2025-04-16,110850988,,
